1,865232
3,442384
1,616208
3,588864
1,582032
3,500976
1,792
3,212892
2,163084
2,77832
2,63672
2,29492
3,085938
1,835936
3,47168
1,591792
3,59864
1,572272
3,500976
1,79688
3,208008
2,1875
2,734368
2,63672
2,29004
3,095704
1,875008
3,447264
1,611328
3,583984
1,582032
3,505856
1,777344
3,237304
2,148436
2,812496
2,612304
2,3584
3,061523
1,875008
3,432616
1,616208
3,59864
1,562496
3,520504
1,777344
3,23242
2,143556
2,77832
2,63184
2,299808
3,076172
1,855472
3,447264
1,616208
3,59864
1,562496
3,520504
1,787104
3,237304
2,15332
2,792976
2,617184
2,333984
3,076172
1,865232
3,437504
1,611328
3,588864
1,572272
3,505856
1,782224
3,237304
2,15332
2,78808
2,607424
2,343752
3,066406
1,875008
3,442384
1,611328
3,593744
1,572272
3,520504
1,782224
3,23242
2,148436
2,792976
2,63672
2,314456
3,085938
1,860352
3,447264
1,621088
3,59864
1,562496
3,515624
1,787104
3,23242
2,158204
2,7832
2,617184
2,309568
3,076172
1,855472
3,447264
1,621088
3,588864
1,572272
3,510744
1,772464
3,242188
2,128906
2,78808
2,622064
2,324216
3,09082
1,865232
3,432616
1,611328
3,593744
1,562496
3,530272
1,757808
3,222656
2,163084
2,802736
2,617184
2,329104
3,085938
1,850592
3,452152
1,596672
3,59864
1,562496
3,510744
1,777344
3,23242
2,128906
2,77832
2,63672
2,29004
3,09082
1,845696
3,47168
1,586912
3,60352
1,572272
3,500976
1,80176
3,183592
2,177736
2,763664
2,65136
2,28516
3,095704
1,860352
3,457032
1,596672
3,59864
1,562496
3,510744
1,777344
3,217772
2,163084
2,77344
2,63672
2,299808
3,076172
1,855472
3,452152
1,596672
3,59864
1,562496
3,520504
1,782224
3,22754
2,148436
2,77832
2,63672
2,299808
3,07129
1,855472
3,437504
1,616208
3,593744
1,582032
3,510744
1,762688
3,242188
2,114258
2,797856
2,587888
2,343752
3,037109
1,894528
3,413088
1,616208
3,583984
1,567376
3,530272
1,748048
3,23242
2,114258
2,802736
2,617184
2,343752
3,061523
1,875008
3,432616
1,621088
3,588864
1,577152
3,505856
1,792
3,208008
2,182616
2,739264
2,695312
2,260744
3,139648
1,8164
3,457032
1,586912
3,60352
1,572272
3,496096
1,8164
3,178712
2,197264
2,734368
2,65136
2,265624
3,134764
1,835936
3,481448
1,577152
3,6084
1,586912
3,47168
1,826176
3,139648
2,260744
2,675776
2,749024
2,211916
3,19336
1,782224
3,496096
1,591792
3,60352
1,591792
3,4668
1,8164
3,144532
2,236328
2,680672
2,724608
2,197264
3,19336
1,777344
3,500976
1,591792
3,588864
1,601568
3,4668
1,835936
3,154296
2,265624
2,666016
2,77344
2,158204
3,212892
1,762688
3,496096
1,582032
3,60352
1,606448
3,437504
1,884768
3,09082
2,309568
2,597664
2,807616
2,15332
3,217772
1,757808
3,515624
1,562496
3,60352
1,611328
3,413088
1,894528
3,051758
2,368168
2,543952
2,846672
2,089844
3,310544
1,718752
3,544928
1,53808
3,559568
1,65528
3,364256
1,972656
3,027344
2,42676
2,49512
2,885744
2,060547
3,33496
1,67968
3,554688
1,5332
3,554688
1,66504
3,33008
2,026367
2,900384
2,519528
2,416992
2,988288
1,94824
3,369144
1,650384
3,588864
1,547856
3,549808
1,718752
3,286136
2,080078
2,836912
2,558592
2,36328
3,032226
1,894528
3,417968
1,601568
3,593744
1,562496
3,540032
1,733392
3,26172
2,09961
2,797856
2,592768
2,333984
3,066406
1,884768
3,432616
1,616208
3,588864
1,582032
3,496096
1,80176
3,188476
2,197264
2,753904
2,65136
2,275392
3,115234
1,855472
3,452152
1,591792
3,59864
1,572272
3,505856
1,787104
3,23242
2,15332
2,77344
2,612304
2,338864
3,081054
1,875008
3,432616
1,621088
3,593744
1,567376
3,525392
1,762688
3,22754
2,133788
2,758784
2,63672
2,309568
3,061523
1,865232
3,432616
1,621088
3,593744
1,567376
3,525392
1,762688
3,222656
2,148436
2,802736
2,617184
2,333984
3,081054
1,875008
3,432616
1,621088
3,59864
1,562496
3,520504
1,777344
3,23242
2,148436
2,792976
2,62696
2,304688
3,07129
1,865232
3,432616
1,621088
3,588864
1,577152
3,500976
1,787104
3,22754
2,148436
2,7832
2,607424
2,324216
3,09082
1,855472
3,442384
1,606448
3,588864
1,586912
3,505856
1,79688
3,198244
2,167968
2,734368
2,62696
2,29004
3,085938
1,840816
3,481448
1,577152
3,6084
1,577152
3,4668
1,8164
3,154296
2,246092
2,685552
